TANKDIAGRAM TNK 2 WATERPLANE DATA Group 14; Version 1.0
Tankfilling [m], Tankfilling [% of h_tank], Area [m2], lca [m],tca [m],vca [m], Inertia_x [m4], Inertia_y [m4], Inertia_z [m4]
0,100,,,,,,,
