TANKDIAGRAM TNK 3 VOLUME DATA Group 98; Version 1.0
Tankfilling [m], Tankfilling [% of h_tank], Tankvolume [m3], lcg [m], tcg [m], vcg [m]
0,100,0,0,0,0
